original_title,keywords,vote_average,vote_count
Transformers: Dark of the Moon,"[{""id"": 305, ""name"": ""moon""}, {""id"": 1612, ""name"": ""spacecraft""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 3088, ""name"": ""bodyguard""}, {""id"": 10158, ""name"": ""alien planet""}, {""id"": 10244, ""name"": ""based on cartoon""}, {""id"": 10607, ""name"": ""transformers""}, {""id"": 10891, ""name"": ""giant robot""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 15247, ""name"": ""word domination""}, {""id"": 15248, ""name"": ""commando""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",6.1,3299
Indiana Jones and the Kingdom of the Crystal Skull,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 483, ""name"": ""riddle""}, {""id"": 1294, ""name"": ""whip""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 1547, ""name"": ""mexico city""}, {""id"": 2650, ""name"": ""leather jacket""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 4939, ""name"": ""alien phenomenons""}, {""id"": 5566, ""name"": ""maya civilization""}, {""id"": 5967, ""name"": ""peru""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 9830, ""name"": ""nuclear explosion""}, {""id"": 18524, ""name"": ""refrigerator""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 176731, ""name"": ""indiana jones""}, {""id"": 184134, ""name"": ""archeology\u00a0""}]",5.7,2495
The Good Dinosaur,"[{""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 13073, ""name"": ""fear""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 18330, ""name"": ""nature""}, {""id"": 187864, ""name"": ""human""}, {""id"": 189092, ""name"": ""journey""}]",6.6,1736
Brave,"[{""id"": 388, ""name"": ""scotland""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 4393, ""name"": ""archer""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 14753, ""name"": ""scot""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 41538, ""name"": ""turns into animal""}, {""id"": 53995, ""name"": ""archery""}, {""id"": 162715, ""name"": ""ruins""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 181181, ""name"": ""peace offering""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 189098, ""name"": ""courage""}, {""id"": 209714, ""name"": ""3d""}]",6.7,4641
Star Trek Beyond,"[{""id"": 9663, ""name"": ""sequel""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 158449, ""name"": ""hatred""}, {""id"": 161176, ""name"": ""space opera""}]",6.6,2568
WALL·E,"[{""id"": 9799, ""name"": ""romantic comedy""}]",7.8,6296
Rush Hour 3,"[{""id"": 1704, ""name"": ""ambassador""}]",6.1,783
2012,"[{""id"": 2163, ""name"": ""civilization""}, {""id"": 5096, ""name"": ""natural disaster""}, {""id"": 10150, ""name"": ""end of the world""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 14796, ""name"": ""destruction""}, {""id"": 163398, ""name"": ""volcanic eruption""}, {""id"": 208090, ""name"": ""mayan""}, {""id"": 230910, ""name"": ""ark""}, {""id"": 232318, ""name"": ""solar""}, {""id"": 232339, ""name"": ""destruction  of mankind""}]",5.6,4903
A Christmas Carol,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 8250, ""name"": ""victorian england""}, {""id"": 10594, ""name"": ""money""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 33966, ""name"": ""scrooge""}, {""id"": 161174, ""name"": ""christmas carol""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 170457, ""name"": ""lesson""}, {""id"": 180975, ""name"": ""charles dickens""}, {""id"": 207317, ""name"": ""christmas""}]",6.6,1095
Jupiter Ascending,"[{""id"": 306, ""name"": ""jupiter""}, {""id"": 9882, ""name"": ""space""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 212760, ""name"": ""interspecies romance""}]",5.2,2768
The Legend of Tarzan,"[{""id"": 409, ""name"": ""africa""}, {""id"": 5650, ""name"": ""feral child""}, {""id"": 7347, ""name"": ""tarzan""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 158130, ""name"": ""animal attack""}]",5.5,2430
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 616, ""name"": ""witch""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1990, ""name"": ""cupboard""}, {""id"": 2042, ""name"": ""beaver""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 6187, ""name"": ""fairy-tale figure""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 166930, ""name"": ""narnia""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",6.7,2629
X-Men: Apocalypse,"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10761, ""name"": ""superhuman""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 155030, ""name"": ""superhero team""}, {""id"": 176217, ""name"": ""world domination""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 208289, ""name"": ""1980s""}]",6.4,4721
The Dark Knight,"[{""id"": 849, ""name"": ""dc comics""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 3151, ""name"": ""scarecrow""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9537, ""name"": ""joker""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10044, ""name"": ""tragic hero""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 18023, ""name"": ""criminal mastermind""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 163074, ""name"": ""super villain""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 230775, ""name"": ""batman""}]",8.2,12002
Up,"[{""id"": 965, ""name"": ""age difference""}, {""id"": 1291, ""name"": ""central and south america""}, {""id"": 9903, ""name"": ""balloon""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 175715, ""name"": ""floating in the air""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 221536, ""name"": ""exploring""}]",7.7,6870
Monsters vs Aliens,"[{""id"": 9951, ""name"": ""alien""}, {""id"": 10891, ""name"": ""giant robot""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",6.0,1423
Iron Man,"[{""id"": 539, ""name"": ""middle east""}, {""id"": 6163, ""name"": ""arms dealer""}, {""id"": 8613, ""name"": ""malibu""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12555, ""name"": ""tony stark""}, {""id"": 173776, ""name"": ""iron man""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 208630, ""name"": ""counter terrorism""}, {""id"": 209756, ""name"": ""agent coulson""}]",7.4,8776
Hugo,"[{""id"": 295, ""name"": ""library""}, {""id"": 1507, ""name"": ""clock""}, {""id"": 2793, ""name"": ""film director""}, {""id"": 2849, ""name"": ""key""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 9673, ""name"": ""love""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14545, ""name"": ""automaton""}, {""id"": 18028, ""name"": ""hiding""}, {""id"": 33490, ""name"": ""filmmaking""}, {""id"": 41372, ""name"": ""leg brace""}, {""id"": 156149, ""name"": ""doberman""}, {""id"": 209714, ""name"": ""3d""}]",7.0,2141
Wild Wild West,"[{""id"": 10028, ""name"": ""steampunk""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 163671, ""name"": ""steam locomotive""}, {""id"": 171636, ""name"": ""drag""}]",5.1,1020
The Mummy: Tomb of the Dragon Emperor,[],5.2,1387
Suicide Squad,"[{""id"": 849, ""name"": ""dc comics""}, {""id"": 1296, ""name"": ""shared universe""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 194404, ""name"": ""supervillain""}, {""id"": 229266, ""name"": ""dc extended universe""}]",5.9,7458
Evan Almighty,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1850, ""name"": ""daily life""}, {""id"": 2587, ""name"": ""married couple""}, {""id"": 3848, ""name"": ""support""}, {""id"": 5905, ""name"": ""father""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 6603, ""name"": ""baustelle""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 18330, ""name"": ""nature""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 210450, ""name"": ""noah's ark""}]",5.3,1151
Edge of Tomorrow,"[{""id"": 563, ""name"": ""deja vu""}, {""id"": 1521, ""name"": ""time warp""}, {""id"": 2062, ""name"": ""restart""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 11109, ""name"": ""military officer""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 204318, ""name"": ""exoskeleton""}]",7.6,4858
Waterworld,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 331, ""name"": ""tattoo""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 4237, ""name"": ""water""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 34161, ""name"": ""doomsday""}]",5.9,992
G.I. Joe: The Rise of Cobra,"[{""id"": 949, ""name"": ""terrorist""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 3467, ""name"": ""warhead""}, {""id"": 6086, ""name"": ""government""}, {""id"": 8570, ""name"": ""president""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10563, ""name"": ""attack""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 155551, ""name"": ""lasers""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 191574, ""name"": ""cobra""}]",5.6,1962
Inside Out,"[{""id"": 1566, ""name"": ""dream""}, {""id"": 6513, ""name"": ""cartoon""}, {""id"": 7942, ""name"": ""imaginary friend""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 18035, ""name"": ""family""}, {""id"": 18253, ""name"": ""moving""}, {""id"": 161155, ""name"": ""kids""}, {""id"": 163227, ""name"": ""unicorn""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 211269, ""name"": ""emotions""}]",8.0,6560
The Jungle Book,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1585, ""name"": ""snake""}, {""id"": 1994, ""name"": ""wolf""}, {""id"": 2857, ""name"": ""elephant""}, {""id"": 4809, ""name"": ""tiger""}, {""id"": 5650, ""name"": ""feral child""}, {""id"": 8775, ""name"": ""panther""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 167625, ""name"": ""talking to animals""}]",6.7,2892
Iron Man 2,"[{""id"": 8613, ""name"": ""malibu""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}]",6.6,6849
Snow White and the Huntsman,"[{""id"": 2011, ""name"": ""queen""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 15184, ""name"": ""woman""}, {""id"": 161302, ""name"": ""eternal youth""}, {""id"": 169341, ""name"": ""snow white""}, {""id"": 169343, ""name"": ""evil queen""}, {""id"": 173003, ""name"": ""evil stepmother""}, {""id"": 181976, ""name"": ""imprisoned""}, {""id"": 199814, ""name"": ""sorceress""}]",5.8,3118
Maleficent,"[{""id"": 3205, ""name"": ""fairy tale""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 7430, ""name"": ""sleeping beauty""}, {""id"": 177895, ""name"": ""dark fantasy""}, {""id"": 179411, ""name"": ""based on fairy tale""}, {""id"": 186846, ""name"": ""adaptation""}, {""id"": 186847, ""name"": ""retelling""}, {""id"": 186849, ""name"": ""literary adaptation""}, {""id"": 209714, ""name"": ""3d""}]",7.0,4496
Dawn of the Planet of the Apes,"[{""id"": 3077, ""name"": ""leader""}, {""id"": 4090, ""name"": ""colony""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9720, ""name"": ""woods""}, {""id"": 14759, ""name"": ""ape""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 158025, ""name"": ""medical research""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 188959, ""name"": ""plague""}, {""id"": 209714, ""name"": ""3d""}]",7.3,4410
The Lovers,[],4.8,34
47 Ronin,"[{""id"": 233, ""name"": ""japan""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 1462, ""name"": ""samurai""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 18098, ""name"": ""samurai sword""}, {""id"": 155198, ""name"": ""ronin""}, {""id"": 155242, ""name"": ""shogun""}, {""id"": 183528, ""name"": ""half breed""}, {""id"": 209714, ""name"": ""3d""}]",5.9,1326
Captain America: The Winter Soldier,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 2964, ""name"": ""future""}, {""id"": 5539, ""name"": ""shield""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 173775, ""name"": ""captain america""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 209817, ""name"": ""political thriller""}]",7.6,5764
Shrek Forever After,"[{""id"": 189111, ""name"": ""ogre""}, {""id"": 209714, ""name"": ""3d""}]",6.0,1959
Tomorrowland,"[{""id"": 1436, ""name"": ""inventor""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 173276, ""name"": ""dreamer""}, {""id"": 214714, ""name"": ""futuristic car""}, {""id"": 214715, ""name"": ""futuristic city""}]",6.2,2846
Big Hero 6,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2276, ""name"": ""talent""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 12446, ""name"": ""another dimension""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 33353, ""name"": ""boy genius""}, {""id"": 41509, ""name"": ""hate""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 198423, ""name"": ""moral dilemma""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 213104, ""name"": ""teen superheroes""}, {""id"": 215235, ""name"": ""dead brother""}]",7.8,6135
Wreck-It Ralph,"[{""id"": 825, ""name"": ""support group""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 6733, ""name"": ""bullying""}, {""id"": 10039, ""name"": ""racing""}, {""id"": 10547, ""name"": ""arcade""}, {""id"": 11124, ""name"": ""medal""}, {""id"": 155023, ""name"": ""self esteem""}, {""id"": 158023, ""name"": ""curiosity""}, {""id"": 162936, ""name"": ""precocious child""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 185859, ""name"": ""first person shooter""}, {""id"": 185861, ""name"": ""glitch""}, {""id"": 185863, ""name"": ""carefree""}, {""id"": 185867, ""name"": ""video gamer""}, {""id"": 185868, ""name"": ""q*bert""}, {""id"": 185876, ""name"": ""interrupted wedding""}, {""id"": 185880, ""name"": ""social reject""}]",7.1,4570
The Polar Express,"[{""id"": 1991, ""name"": ""santa claus""}, {""id"": 5801, ""name"": ""nerd""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 9989, ""name"": ""gift""}, {""id"": 9995, ""name"": ""bell""}, {""id"": 33678, ""name"": ""beard""}, {""id"": 34154, ""name"": ""north pole""}, {""id"": 41312, ""name"": ""chute""}, {""id"": 41314, ""name"": ""trestle""}, {""id"": 48711, ""name"": ""ticket""}, {""id"": 207317, ""name"": ""christmas""}]",6.4,1474
Independence Day: Resurgence,"[{""id"": 12026, ""name"": ""alternate history""}, {""id"": 14909, ""name"": ""alien invasion""}]",4.9,2491
How to Train Your Dragon,"[{""id"": 334, ""name"": ""flying""}, {""id"": 1318, ""name"": ""blacksmith""}, {""id"": 1395, ""name"": ""arena""}, {""id"": 2041, ""name"": ""island""}, {""id"": 3752, ""name"": ""night""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4613, ""name"": ""training""}, {""id"": 5331, ""name"": ""village""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 5895, ""name"": ""viking""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6253, ""name"": ""ignorance""}, {""id"": 8044, ""name"": ""flight""}, {""id"": 9109, ""name"": ""nest""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 172784, ""name"": ""well""}, {""id"": 192913, ""name"": ""warrior""}]",7.5,4227
Terminator 3: Rise of the Machines,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 1381, ""name"": ""sun glasses""}, {""id"": 2650, ""name"": ""leather jacket""}, {""id"": 2651, ""name"": ""nanotechnology""}, {""id"": 2732, ""name"": ""rocket launcher""}, {""id"": 2733, ""name"": ""firemen""}, {""id"": 2735, ""name"": ""veterinarian""}, {""id"": 2736, ""name"": ""fire engine""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 15106, ""name"": ""psychiatrist""}]",5.9,2143
Guardians of the Galaxy,"[{""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 175428, ""name"": ""adventurer""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}]",7.9,9742
Interstellar,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 641, ""name"": ""single parent""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1963, ""name"": ""expedition""}, {""id"": 3417, ""name"": ""wormhole""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4337, ""name"": ""famine""}, {""id"": 4380, ""name"": ""black hole""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 8056, ""name"": ""quantum mechanics""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 13127, ""name"": ""farmhouse""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 33479, ""name"": ""single father""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 156039, ""name"": ""space station""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 160331, ""name"": ""astrophysics""}, {""id"": 162630, ""name"": ""zero gravity""}, {""id"": 189098, ""name"": ""courage""}, {""id"": 208757, ""name"": ""time paradox""}, {""id"": 214349, ""name"": ""relativity""}]",8.1,10867
